"MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
20,"RL",87,13050,"Pave","Reg","Low","AllPub","Inside","Mod","ClearCr","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Flat","Tar&Grv","WdShing","Wd Shng","None",0,"TA","TA","CBlock","Gd","TA","Av","Rec",104,"ALQ",850,46,1000,"GasA","Ex","Y","SBrkr",1000,0,1000,1,0,1,0,1,1,"TA",4,"Typ",2,"Attchd",1993,"Unf",2,575,"TA","TA","Y",238,0,148,4,2006,"WD","Normal"
50,"RM",56,9576,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,7,1945,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","TA","No","Rec",310,"Unf",0,460,770,"GasA","TA","Y","SBrkr",885,297,1182,0,0,1,1,3,1,"TA",5,"Typ",0,"Detchd",1945,"Unf",1,378,"Fa","TA","Y",0,0,0,5,2006,"WD","Normal"
20,"RL",53,15401,"Pave","IR1","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","1Story",9,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",296,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1337,"Unf",0,547,1884,"GasA","Ex","Y","SBrkr",1884,0,1884,1,0,2,0,2,1,"Ex",7,"Typ",1,"Attchd",2004,"Fin",3,670,"TA","TA","Y",214,76,0,9,2008,"WD","Normal"
120,"RL",44,6442,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1346,1370,"GasA","Ex","Y","SBrkr",1370,0,1370,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2006,"RFn",2,484,"TA","TA","Y",120,49,0,10,2007,"WD","Normal"
20,"RL",75,9525,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1995,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1099,1099,"GasA","Ex","Y","SBrkr",1099,0,1099,0,0,1,1,3,1,"Gd",6,"Typ",0,"Attchd",1999,"Unf",1,352,"TA","TA","Y",278,0,0,6,2008,"WD","Normal"
20,"RL",64,9037,"Pave","IR1","HLS","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",32,"Gd","TA","PConc","Gd","TA","Av","GLQ",428,"Unf",0,1048,1476,"GasA","Ex","Y","SBrkr",1484,0,1484,0,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",2006,"RFn",2,472,"TA","TA","Y",120,33,0,12,2007,"WD","Normal"
20,"RL",66,7742,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1966,1966,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",763,"Unf",0,192,955,"GasA","Ex","Y","SBrkr",955,0,955,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1966,"Unf",1,386,"TA","TA","Y",0,0,0,1,2007,"WD","Normal"
85,"RL",72,9129,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",5,5,1977,1977,"Gable","CompShg","Plywood","Plywood","BrkFace",144,"TA","TA","PConc","Gd","TA","Av","GLQ",923,"Unf",0,0,923,"GasA","TA","Y","SBrkr",1008,0,1008,1,0,1,0,1,1,"Gd",4,"Typ",1,"Attchd",1977,"Fin",2,678,"TA","TA","Y",201,66,0,7,2007,"WD","Normal"
20,"RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,1950,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",432,"Unf",0,432,864,"GasA","Fa","Y","FuseA",1238,0,1238,0,0,1,1,3,1,"TA",6,"Min2",1,"Attchd",1950,"Unf",1,357,"TA","TA","Y",0,171,0,11,2007,"WD","Normal"
20,"RL",129,9196,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1560,1560,"GasA","Ex","Y","SBrkr",1560,0,1560,0,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2003,"Fin",2,573,"TA","TA","Y",100,150,0,4,2010,"WD","Normal"
20,"RL",42,10331,"Pave","Reg","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1Story",7,7,1985,1985,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",215,"BLQ",80,970,1265,"GasA","Gd","Y","SBrkr",1240,0,1240,0,1,2,0,3,1,"Gd",6,"Typ",0,"Attchd",1985,"Unf",2,528,"TA","TA","Y",232,0,0,7,2007,"WD","Normal"
50,"RL",60,10410,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",4,5,1915,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,1313,1313,"GasA","TA","Y","SBrkr",1313,0,2377,0,0,2,0,3,1,"Gd",8,"Min2",1,"Detchd",1954,"Unf",2,528,"TA","TA","Y",0,0,432,6,2009,"WD","Normal"
120,"RL",60,7313,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",246,"Ex","TA","PConc","Ex","TA","No","GLQ",1153,"Unf",0,408,1561,"GasA","Ex","Y","SBrkr",1561,0,1561,1,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",2005,"Fin",2,556,"TA","TA","Y",203,47,0,8,2007,"WD","Normal"
20,"RL",89,12461,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,5,1994,1995,"Gable","CompShg","ImStucc","ImStucc","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",1456,"Unf",0,168,1624,"GasA","Ex","Y","SBrkr",1624,0,1624,1,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd",1994,"RFn",3,757,"TA","TA","Y",0,114,192,7,2006,"WD","Normal"
60,"RL",100,9500,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Artery","Norm","1Fam","2Story",6,6,1964,1978,"Gable","CompShg","VinylSd","VinylSd","BrkCmn",272,"TA","TA","CBlock","TA","TA","No","Rec",442,"Unf",0,374,816,"GasA","TA","Y","SBrkr",1127,850,1977,0,1,1,1,4,1,"TA",9,"Typ",1,"Attchd",1964,"RFn",2,540,"TA","TA","Y",0,52,0,6,2007,"WD","Normal"
50,"RL",60,9060,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,5,1939,1950,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","BrkTil","TA","TA","Mn","Rec",204,"Unf",0,356,560,"GasA","TA","Y","SBrkr",698,560,1258,0,0,1,0,2,1,"TA",6,"Typ",0,"Detchd",1939,"Unf",1,280,"TA","TA","P",0,0,0,10,2009,"WD","Normal"
20,"RL",63,12680,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1988,1988,"Gable","CompShg","Plywood","Wd Sdng","BrkFace",102,"Gd","TA","CBlock","Gd","Gd","Mn","GLQ",983,"Unf",0,692,1675,"GasA","Ex","Y","SBrkr",1688,0,1688,1,0,2,0,2,1,"Ex",6,"Typ",1,"Attchd",1988,"RFn",2,528,"TA","TA","Y",0,48,0,6,2008,"WD","Normal"
20,"FV",85,9187,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,"Ex","TA","PConc","Ex","TA","Mn","GLQ",1121,"Unf",0,645,1766,"GasA","Ex","Y","SBrkr",1766,0,1766,1,0,2,1,2,1,"Ex",7,"Typ",1,"Attchd",2009,"Fin",3,478,"TA","TA","Y",195,130,0,10,2009,"New","Partial"
20,"RL",65,9345,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",156,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1615,1615,"GasA","Ex","Y","SBrkr",1615,0,1615,0,0,2,0,3,1,"Gd",7,"Typ",1,"Attchd",2007,"RFn",3,864,"TA","TA","Y",168,30,0,5,2008,"WD","Normal"
120,"RL",34,4590,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",108,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1530,1554,"GasA","Ex","Y","SBrkr",1554,0,1554,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2006,"RFn",2,627,"TA","TA","Y",156,73,0,8,2007,"WD","Normal"
120,"RM",32.1482947252147,4500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1999,1999,"Hip","CompShg","VinylSd","VinylSd","BrkFace",425,"TA","TA","PConc","Ex","TA","No","GLQ",883,"Unf",0,341,1224,"GasA","Ex","Y","SBrkr",1224,0,1224,1,0,2,0,2,1,"TA",5,"Typ",0,"Attchd",1999,"Fin",2,402,"TA","TA","Y",0,304,0,6,2009,"WD","Normal"
20,"RL",68,9450,"Pave","Reg","Bnk","AllPub","Inside","Mod","Edwards","Norm","Norm","1Fam","1Story",4,5,1954,1954,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",552,"Unf",0,342,894,"GasA","Ex","Y","SBrkr",894,0,894,0,0,1,0,3,1,"TA",5,"Typ",0,"Detchd",1999,"Unf",2,400,"TA","TA","Y",0,0,0,5,2007,"WD","Abnorml"
60,"RL",130,16900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",1110,"Gd","TA","PConc","Ex","TA","Mn","GLQ",1075,"Unf",0,404,1479,"GasA","Ex","Y","SBrkr",1515,1134,2649,1,0,2,1,4,1,"Gd",10,"Typ",1,"Attchd",2001,"Fin",3,746,"TA","TA","Y",0,60,0,1,2008,"WD","Normal"
60,"FV",112,12217,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2007,2007,"Hip","CompShg","WdShing","Wd Shng","BrkFace",105.026872570051,"Gd","TA","PConc","Ex","TA","Av","GLQ",745,"Unf",0,210,955,"GasA","Ex","Y","SBrkr",955,925,1880,1,0,2,1,3,1,"Ex",8,"Typ",1,"Attchd",2007,"Fin",3,880,"TA","TA","Y",168,127,0,12,2007,"New","Partial"
90,"RM",70,9100,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","RRAe","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,"TA","TA","CBlock","TA","TA","No","Rec",1332,"Unf",0,396,1728,"GasA","TA","Y","SBrkr",1728,0,1728,1,0,2,0,6,2,"TA",10,"Typ",0,"Detchd",1963,"Unf",2,504,"TA","TA","Y",0,0,0,11,2006,"ConLI","Abnorml"
50,"RL",44,13758,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Timber","Norm","Norm","1Fam","1.5Fin",7,5,1990,1991,"Gable","CompShg","HdBoard","HdBoard","BrkFace",117,"Gd","Gd","CBlock","Gd","TA","Mn","LwQ",902,"Unf",0,254,1156,"GasA","Ex","Y","SBrkr",1187,530,1717,0,0,2,1,3,1,"Gd",7,"Typ",1,"Attchd",1990,"RFn",2,400,"TA","TA","Y",168,36,0,4,2007,"WD","Normal"
190,"RL",60,9873,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","RRAn","Norm","2fmCon","1Story",4,5,1970,1970,"Gable","CompShg","HdBoard","HdBoard","BrkFace",160,"TA","TA","CBlock","TA","TA","Av","ALQ",789,"Unf",0,171,960,"GasW","TA","N","SBrkr",960,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1970,"Unf",2,576,"TA","TA","Y",0,288,0,5,2006,"WD","Normal"
20,"RL",60.6822110879659,7340,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,6,1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",322,"Unf",0,536,858,"GasA","TA","Y","SBrkr",858,0,858,0,0,1,0,2,1,"TA",4,"Typ",0,"Detchd",1979,"Unf",1,684,"TA","TA","Y",0,0,0,6,2007,"WD","Normal"
20,"RL",121,13758,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",430,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1232,"Unf",0,560,1792,"GasA","Ex","Y","SBrkr",1792,0,1792,1,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2005,"RFn",3,925,"TA","TA","Y",204,49,0,3,2006,"New","Partial"
50,"RM",60,5400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1.5Fin",6,6,1920,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"Fa","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,972,972,"GasA","Ex","Y","SBrkr",1044,0,1480,0,0,1,0,3,1,"TA",6,"Typ",0,"Detchd",1920,"Unf",1,207,"Fa","TA","Y",0,0,176,9,2009,"ConLI","Family"
50,"RM",62,7006,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1925,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","PConc","TA","TA","No","Rec",121,"Unf",0,647,768,"GasA","TA","Y","SBrkr",788,448,1236,1,0,2,0,3,1,"TA",6,"Typ",1,"Detchd",1985,"Unf",1,384,"TA","TA","Y",0,0,0,8,2008,"WD","Family"
60,"RL",71.1570795158626,10304,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","NWAmes","PosN","Norm","1Fam","2Story",5,7,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",44,"TA","Gd","CBlock","TA","TA","No","ALQ",381,"Unf",0,399,780,"GasA","Ex","Y","SBrkr",1088,780,1868,1,0,2,1,4,1,"Gd",9,"Typ",1,"Attchd",1976,"Unf",2,484,"TA","TA","Y",448,96,0,10,2009,"WD","Normal"
20,"RL",75,10170,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1951,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",522,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,216,216,"GasA","TA","Y","SBrkr",1575,0,1575,0,0,1,1,2,1,"Gd",5,"Typ",1,"Attchd",1951,"Unf",2,400,"TA","TA","Y",0,0,0,6,2006,"WD","Normal"
190,"RL",75,11625,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","2fmCon","1Story",5,4,1965,1965,"Hip","CompShg","Plywood","HdBoard","None",0,"TA","TA","PConc","TA","TA","Mn","BLQ",841,"Unf",0,198,1039,"GasA","Ex","Y","SBrkr",1039,0,1039,1,0,1,1,3,1,"TA",6,"Typ",0,"Attchd",1965,"Unf",2,504,"TA","TA","Y",0,0,0,4,2010,"WD","Normal"
20,"RL",80,10000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1974,"Gable","CompShg","HdBoard","Plywood","BrkFace",176,"TA","TA","CBlock","TA","TA","No","ALQ",755,"Unf",0,348,1103,"GasA","TA","Y","SBrkr",1103,0,1103,0,0,2,0,3,1,"TA",6,"Typ",0,"Attchd",1974,"Unf",2,462,"TA","TA","Y",295,84,0,6,2006,"WD","Normal"
30,"RL",63,13907,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1940,1969,"Gable","CompShg","WdShing","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",290,"Unf",0,706,996,"GasA","Ex","Y","SBrkr",996,0,996,1,0,1,0,3,1,"TA",6,"Typ",1,"2Types",1954.22789183661,"Unf",0,0,"Ex","Ex","Y",144,0,0,7,2008,"WD","Normal"
90,"RL",74,13101,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,5,1965,1965,"Gable","CompShg","HdBoard","HdBoard","BrkFace",108,"TA","TA","CBlock","TA","TA","No","LwQ",231,"Unf",0,1497,1728,"GasA","TA","Y","SBrkr",1728,0,1728,0,0,2,0,6,2,"TA",10,"Typ",0,"Detchd",1987,"Unf",2,576,"TA","TA","Y",0,0,0,11,2008,"WD","Normal"
70,"RM",68,9928,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","2Story",7,8,1915,1994,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","Unf",0,"Unf",0,672,672,"GasA","Fa","Y","SBrkr",1272,672,1944,0,0,2,0,3,1,"TA",8,"Min2",0,"Detchd",1915,"Unf",1,216,"TA","TA","N",24,28,0,6,2009,"WD","Normal"
60,"RL",66.0991861122062,11170,"Pave","IR2","Lvl","AllPub","Corner","Gtl","Timber","Norm","Norm","1Fam","2Story",7,5,1990,1991,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","Wood","Gd","TA","No","LwQ",1216,"Unf",0,0,1216,"GasA","Ex","Y","SBrkr",1298,1216,2514,0,0,2,1,4,1,"TA",8,"Typ",0,"Attchd",1990,"Fin",2,693,"TA","TA","Y",0,0,0,4,2006,"WD","Normal"
20,"RL",60,10044,"Pave","IR1","Low","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1968,1968,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","Gd","TA","Gd","ALQ",1070,"Unf",0,126,1196,"GasA","TA","Y","SBrkr",1196,0,1196,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1968,"RFn",1,336,"TA","TA","Y",257,0,168,6,2010,"WD","Normal"
20,"RL",85,14601,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",9,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",584,"Ex","TA","PConc","Ex","TA","Av","GLQ",1260,"Unf",0,578,1838,"GasA","Ex","Y","SBrkr",1838,0,1838,1,0,2,0,2,1,"Ex",8,"Typ",1,"Attchd",2006,"Fin",3,765,"TA","TA","Y",270,68,0,3,2009,"WD","Normal"
20,"RL",61,7740,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",518,"Gd","TA","PConc","Ex","Gd","No","GLQ",1023,"Unf",0,663,1686,"GasA","Ex","Y","SBrkr",1686,0,1686,1,0,2,0,1,1,"Ex",6,"Typ",1,"Attchd",2006,"Fin",3,899,"TA","TA","Y",266,100,0,6,2006,"New","Partial"
80,"RL",80,8816,"Pave","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",6,7,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",80,"TA","TA","CBlock","TA","TA","Av","GLQ",504,"Unf",0,506,1010,"GasA","Gd","Y","SBrkr",1052,0,1052,1,0,1,0,3,1,"TA",6,"Typ",0,"Attchd",1971,"Unf",2,440,"TA","TA","Y",0,0,0,6,2010,"WD","Normal"
20,"RL",98,12704,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Hip","CompShg","VinylSd","VinylSd","Stone",302,"Gd","TA","PConc","Ex","TA","No","GLQ",1012,"Unf",0,570,1582,"GasA","Ex","Y","SBrkr",1582,0,1582,1,0,2,0,3,1,"Gd",7,"Typ",0,"Attchd",2007,"Fin",3,905,"TA","TA","Y",209,95,0,1,2008,"New","Partial"
60,"RL",62,10429,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","2Story",5,5,1992,1992,"Gable","CompShg","HdBoard","Wd Shng","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",330,"Unf",0,294,624,"GasA","TA","Y","SBrkr",624,663,1287,0,0,1,1,3,1,"TA",6,"Typ",0,"Detchd",2001,"Unf",2,440,"TA","TA","Y",150,0,0,7,2009,"WD","Normal"
20,"RL",65,8769,"Pave","Reg","Lvl","AllPub","FR2","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",709,"Unf",0,460,1169,"GasA","Ex","Y","SBrkr",1190,0,1190,1,0,2,0,2,1,"Gd",5,"Typ",0,"Attchd",2005,"RFn",2,578,"TA","TA","Y",100,41,0,10,2007,"WD","Normal"
60,"RL",61.8011803668039,8000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",219,"Unf",0,554,773,"GasA","Gd","Y","SBrkr",773,885,1658,1,0,2,1,3,1,"TA",8,"Typ",1,"Attchd",1995,"Fin",2,431,"TA","TA","Y",224,84,0,6,2008,"WD","Normal"
120,"FV",50,5119,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Somerst","Norm","Norm","TwnhsE","1Story",9,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",60,"Gd","TA","PConc","Ex","TA","Av","GLQ",1238,"Unf",0,460,1698,"GasA","Ex","Y","SBrkr",1709,0,1709,1,0,2,0,2,1,"Gd",5,"Typ",1,"Attchd",1999,"Fin",2,506,"TA","TA","Y",97,65,0,1,2008,"CWD","Abnorml"
20,"RL",129,16870,"Pave","IR1","Lvl","AllPub","FR3","Gtl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",238,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1531,"Unf",0,251,1782,"GasA","Ex","Y","SBrkr",1782,0,1782,1,0,2,0,3,1,"Gd",7,"Typ",2,"Attchd",2004,"Fin",3,932,"TA","TA","Y",99,82,0,4,2009,"WD","Normal"
50,"RL",48,12822,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA","No","GLQ",1351,"Unf",0,83,1434,"GasA","Ex","Y","SBrkr",1518,631,2149,1,0,1,1,1,1,"Gd",6,"Typ",1,"Attchd",2003,"RFn",2,670,"TA","TA","Y",168,43,0,8,2009,"WD","Abnorml"
120,"RL",48,6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","MetalSd","MetalSd","BrkFace",176,"Gd","TA","PConc","Gd","TA","No","GLQ",24,"Unf",0,1300,1324,"GasA","Ex","Y","SBrkr",1324,0,1324,0,0,2,0,2,1,"Gd",6,"Typ",1,"Attchd",2006,"Fin",2,550,"TA","TA","Y",0,38,0,9,2007,"New","Partial"
60,"FV",79,10646,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",513,"TA","TA","PConc","TA","TA","No","GLQ",681,"Unf",0,177,858,"GasA","Ex","Y","SBrkr",872,917,1789,1,0,2,1,3,1,"TA",7,"Typ",1,"Attchd",2001,"Fin",2,546,"TA","TA","Y",0,0,0,6,2008,"WD","Normal"
20,"RL",90,9900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Feedr","Norm","1Fam","1Story",6,5,1967,1967,"Gable","CompShg","BrkComm","Brk Cmn","None",0,"Gd","TA","CBlock","TA","TA","No","Rec",1173,"Unf",0,507,1680,"GasA","TA","Y","SBrkr",1691,0,1691,1,0,1,0,2,1,"TA",5,"Typ",0,"Attchd",1967,"Unf",2,550,"Gd","TA","Y",0,67,260,4,2009,"WD","Normal"
20,"RL",90,10768,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Veenker","Norm","Norm","1Fam","1Story",5,8,1976,2004,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","Gd","CBlock","Gd","TA","Gd","ALQ",1157,"Unf",0,280,1437,"GasA","TA","Y","SBrkr",1437,0,1437,1,0,2,0,3,1,"Gd",6,"Typ",1,"Attchd",1976,"RFn",2,528,"TA","TA","Y",0,21,0,7,2007,"WD","Normal"
45,"RM",50,5000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","RRAe","Norm","1Fam","1.5Unf",5,6,1941,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","BLQ",116,"Unf",0,604,720,"GasA","Po","N","FuseF",803,0,803,0,0,1,0,2,1,"TA",5,"Typ",0,"Detchd",1941,"Unf",2,360,"TA","TA","Y",0,0,244,12,2007,"WD","Normal"
85,"RL",150,14137,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","SFoyer",4,5,1964,1964,"Gable","CompShg","HdBoard","HdBoard","BrkFace",98,"TA","TA","CBlock","Gd","TA","Av","ALQ",865,"LwQ",247,88,1200,"GasA","Gd","Y","SBrkr",1200,0,1200,1,0,1,0,3,1,"TA",6,"Typ",0,"2Types",1964,"Fin",3,850,"TA","TA","Y",0,119,0,11,2008,"ConLD","Normal"
