"MSZoning","LotFrontage","Utilities","MasVnrType","MasVnrArea","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Electrical","BsmtFullBath","BsmtHalfBath","KitchenQual","Functional","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","MSSubClass","LotArea","Street","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","ExterQual","ExterCond","Foundation","Heating","HeatingQC","CentralAir","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","MoSold","YrSold","SaleType","SaleCondition"
"RM",60,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,994,994,"SBrkr",0,0,"TA","Min2","Attchd",1985,"RFn",1,432,"TA","TA",70,6600,"Pave","Reg","Lvl","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,4,1892,1965,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","Stone","GasA","TA","N",1378,994,2372,2,0,4,2,11,0,"Y",0,287,0,12,2009,"WD","Normal"
"RL",65,"AllPub","BrkFace",242,"TA","TA","No","ALQ",454,"Unf",0,118,572,"SBrkr",1,0,"TA","Typ","BuiltIn",1986,"Fin",2,501,"TA","TA",80,13607,"Pave","IR1","Lvl","Inside","Gtl","Crawfor","Norm","Norm","1Fam","SLvl",6,6,1986,1986,"Gable","CompShg","VinylSd","VinylSd","TA","Gd","CBlock","GasA","Gd","Y",1182,800,1982,2,1,3,1,6,1,"Y",400,112,0,4,2009,"WD","Normal"
"RL",55,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,0,0,"SBrkr",0,0,"TA","Typ","Detchd",1939,"Unf",1,260,"TA","TA",30,8250,"Pave","Reg","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1935,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","Slab","GasA","TA","N",1032,0,1032,1,0,2,1,6,1,"Y",0,0,121,6,2006,"WD","Normal"
"RL",50,"AllPub","None",0,"Gd","TA","Gd","LwQ",457,"ALQ",1037,0,1494,"SBrkr",1,0,"Gd","Typ","Attchd",1994,"Fin",2,478,"TA","TA",120,9466,"Pave","IR2","Lvl","FR2","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1994,1995,"Gable","CompShg","BrkFace","BrkFace","Gd","TA","PConc","GasA","Ex","Y",1494,0,1494,1,1,1,1,5,1,"Y",0,30,0,5,2007,"WD","Normal"
"RL",80,"AllPub","None",0,"TA","TA","Mn","BLQ",75,"Rec",791,230,1096,"SBrkr",1,0,"TA","Typ","Attchd",1969,"Fin",1,299,"TA","TA",20,15870,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1969,1969,"Gable","CompShg","VinylSd","Plywood","TA","TA","CBlock","GasA","Ex","Y",1096,0,1096,1,0,3,1,6,0,"Y",240,32,0,3,2006,"WD","Abnorml"
"RL",84,"AllPub","None",0,"TA","TA","No","Rec",812,"Unf",0,228,1040,"SBrkr",1,0,"TA","Typ","Detchd",1991,"Fin",2,686,"TA","TA",20,7476,"Pave","Reg","Lvl","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1968,1968,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",1040,0,1040,1,1,3,1,5,0,"Y",188,0,0,6,2007,"WD","Normal"
"RL",80,"AllPub","None",0,"Gd","TA","Mn","BLQ",1064,"Unf",0,319,1383,"SBrkr",1,0,"TA","Typ","Attchd",1954,"Unf",1,354,"TA","TA",20,13284,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","PosN","Norm","1Fam","1Story",5,5,1954,1954,"Gable","CompShg","Wd Sdng","Plywood","TA","TA","PConc","GasA","TA","Y",1383,0,1383,1,0,3,1,6,1,"Y",511,116,0,6,2008,"WD","Normal"
"RL",80,"AllPub","None",0,"Gd","TA","No","BLQ",402,"Unf",0,594,996,"SBrkr",0,0,"Gd","Typ","Attchd",1993,"RFn",2,457,"TA","TA",60,9453,"Pave","IR1","Lvl","CulDSac","Gtl","SawyerW","RRNe","Norm","1Fam","2Story",7,7,1993,2003,"Gable","CompShg","HdBoard","HdBoard","Gd","TA","PConc","GasA","Ex","Y",1014,730,1744,2,1,3,1,7,0,"Y",370,70,0,2,2010,"WD","Normal"
"RL",80,"AllPub","BrkFace",176,"TA","TA","No","ALQ",755,"Unf",0,348,1103,"SBrkr",0,0,"TA","Typ","Attchd",1974,"Unf",2,462,"TA","TA",20,10000,"Pave","Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1974,1974,"Gable","CompShg","HdBoard","Plywood","TA","TA","CBlock","GasA","TA","Y",1103,0,1103,2,0,3,1,6,0,"Y",295,84,0,6,2006,"WD","Normal"
"RL",79,"AllPub","None",0,"TA","TA","No","BLQ",403,"Rec",165,238,806,"FuseA",1,0,"Fa","Typ","Attchd",1941,"Unf",1,240,"TA","TA",50,9490,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","Y",958,620,1578,1,0,3,1,5,2,"Y",0,0,32,8,2006,"WD","Normal"
"RM",60,"AllPub","None",0,"TA","Fa","No","Unf",0,"Unf",0,530,530,"SBrkr",0,0,"Fa","Typ","Detchd",1935,"Unf",1,288,"TA","TA",75,7200,"Pave","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","GasA","TA","N",581,530,1111,1,0,3,1,6,0,"N",0,0,144,3,2007,"WD","Normal"
"RL",43,"AllPub","BrkFace",16,"Gd","TA","Av","GLQ",16,"Unf",0,1357,1373,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"Fin",2,430,"TA","TA",120,3182,"Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1555,0,1555,2,0,2,1,7,1,"Y",143,20,0,5,2009,"WD","Normal"
"RL",59,"AllPub","None",0,"Gd","TA","Av","Unf",0,"Unf",0,1510,1510,"SBrkr",0,0,"Gd","Typ","Attchd",2006,"RFn",2,534,"TA","TA",20,10936,"Pave","IR1","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","1Story",7,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1525,0,1525,2,1,3,1,6,1,"Y",100,18,0,4,2007,"New","Partial"
"RL",78,"AllPub","None",0,"Gd","TA","Gd","Unf",0,"Unf",0,879,879,"SBrkr",0,0,"Gd","Typ","Attchd",2005,"RFn",2,578,"TA","TA",60,9316,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",879,916,1795,2,1,3,1,7,0,"Y",164,111,0,10,2007,"WD","Normal"
"RL",80,"AllPub","BrkFace",72,"Gd","TA","No","Unf",0,"Unf",0,969,969,"SBrkr",0,0,"Gd","Typ","BuiltIn",2000,"Fin",3,648,"TA","TA",60,11000,"Pave","Reg","Lvl","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",997,1288,2285,2,1,4,1,8,1,"Y",0,56,0,6,2007,"WD","Normal"
"RL",80,"AllPub","Stone",240,"Gd","TA","Mn","ALQ",859,"BLQ",32,216,1107,"SBrkr",1,0,"TA","Typ","Attchd",1973,"RFn",2,484,"TA","TA",60,10382,"Pave","IR1","Lvl","Corner","Gtl","NWAmes","PosN","Norm","1Fam","2Story",7,6,1973,1973,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Ex","Y",1107,983,2090,2,1,3,1,7,2,"Y",235,204,228,11,2009,"WD","Normal"
"RL",74,"AllPub","None",0,"TA","TA","No","BLQ",149,"Unf",0,1503,1652,"SBrkr",0,0,"TA","Typ","2Types",1970,"Unf",3,928,"TA","TA",90,11836,"Pave","IR1","Lvl","Corner","Gtl","Mitchel","Norm","Norm","Duplex","1Story",5,5,1970,1970,"Gable","CompShg","Plywood","Plywood","TA","TA","CBlock","GasA","TA","Y",1652,0,1652,2,0,4,2,8,0,"Y",0,0,0,3,2006,"WD","Normal"
"RL",66,"AllPub","BrkFace",396,"Gd","TA","No","Unf",0,"Unf",0,1055,1055,"SBrkr",0,0,"Gd","Typ","BuiltIn",2001,"Fin",2,905,"TA","TA",60,9240,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1055,1208,2263,2,1,3,1,7,1,"Y",0,45,0,9,2008,"WD","Normal"
"RM",87,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,1470,1470,"SBrkr",0,0,"Gd","Typ","Attchd",2003,"Unf",3,870,"TA","TA",75,18386,"Pave","Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","1Fam","2.5Fin",7,9,1880,2002,"Gable","CompShg","CemntBd","CmentBd","TA","TA","BrkTil","GasA","Ex","Y",1675,1818,3493,3,0,3,1,10,1,"Y",302,0,0,5,2008,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","Fa","No","Unf",0,"Unf",0,795,795,"SBrkr",1,0,"TA","Typ","Detchd",1997,"Unf",1,440,"TA","Gd",75,6204,"Pave","Reg","Bnk","Inside","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin",4,5,1912,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","Gd","TA","PConc","GasA","TA","N",954,795,2230,1,0,5,1,10,0,"Y",0,188,0,3,2006,"WD","Normal"
"RL",79,"AllPub","BrkFace",168,"TA","TA","No","ALQ",836,"Unf",0,237,1073,"SBrkr",1,0,"TA","Typ","Attchd",1965,"RFn",2,515,"TA","TA",20,10289,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","TA","Y",1073,0,1073,1,1,3,1,6,0,"Y",0,0,0,6,2007,"WD","Normal"
"RL",73,"AllPub","None",0,"Gd","TA","Gd","LwQ",226,"GLQ",1063,96,1385,"SBrkr",1,0,"TA","Mod","Attchd",1954,"Unf",2,439,"TA","TA",20,39104,"Pave","IR1","Low","CulDSac","Sev","ClearCr","Norm","Norm","1Fam","1Story",7,7,1954,2005,"Flat","Membran","Plywood","Plywood","TA","TA","CBlock","GasA","Ex","Y",1363,0,1363,1,0,2,1,5,2,"Y",81,0,0,4,2008,"WD","Normal"
"RL",38,"AllPub","None",0,"Gd","TA","Gd","GLQ",248,"Unf",0,918,1166,"SBrkr",1,0,"TA","Typ","Attchd",1988,"RFn",2,480,"TA","TA",120,4740,"Pave","IR1","Lvl","Inside","Gtl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1988,1988,"Gable","CompShg","CemntBd","CmentBd","Gd","TA","CBlock","GasA","Gd","Y",1179,0,1179,2,0,2,1,5,0,"Y",0,108,0,10,2007,"WD","Normal"
"RL",76,"AllPub","BrkFace",657,"TA","TA","No","Unf",0,"Unf",0,1866,1866,"SBrkr",0,0,"TA","Typ","Detchd",1958,"Unf",2,495,"TA","Fa",90,9482,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","Duplex","1Story",5,4,1958,1958,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","PConc","GasA","Ex","Y",1866,0,1866,2,0,4,2,8,0,"Y",0,0,0,12,2009,"WD","Normal"
"RL",64,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,960,960,"SBrkr",0,0,"TA","Typ","Detchd",1963,"Unf",0,0,"TA","TA",20,6410,"Pave","Reg","HLS","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1958,1958,"Hip","CompShg","WdShing","Wd Shng","TA","TA","CBlock","GasA","Ex","Y",960,0,960,1,0,3,1,5,0,"Y",0,0,0,5,2010,"WD","Normal"
"RL",75,"AllPub","BrkFace",114,"TA","TA","No","BLQ",560,"LwQ",375,0,935,"SBrkr",1,0,"TA","Typ","Attchd",1965,"Unf",1,288,"TA","TA",20,13526,"Pave","IR1","Lvl","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1965,1965,"Hip","CompShg","HdBoard","Plywood","TA","TA","CBlock","GasA","TA","Y",935,0,935,1,0,3,1,5,0,"Y",180,0,0,11,2006,"WD","Normal"
"RM",60,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,520,520,"SBrkr",0,0,"Fa","Typ","Detchd",1920,"Unf",1,240,"Fa","TA",30,6324,"Pave","IR1","Lvl","Inside","Gtl","BrkSide","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","GasA","Fa","N",520,0,520,1,0,1,1,4,0,"Y",49,0,87,5,2008,"WD","Normal"
"RL",122,"AllPub","None",0,"Gd","TA","Av","Unf",0,"Unf",0,684,684,"SBrkr",0,0,"Gd","Typ","BuiltIn",2005,"Fin",2,400,"TA","TA",60,11911,"Pave","IR2","Lvl","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",684,876,1560,2,1,3,1,6,1,"Y",100,38,0,3,2009,"WD","Normal"
"RL",55,"AllPub","None",0,"TA","TA","No","BLQ",250,"LwQ",492,210,952,"SBrkr",0,0,"TA","Typ","Attchd",1968,"Unf",1,322,"TA","TA",20,8250,"Pave","Reg","Lvl","Inside","Gtl","Sawyer","Feedr","Norm","1Fam","1Story",5,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","Ex","Y",1211,0,1211,1,0,3,1,5,1,"Y",0,63,0,8,2008,"WD","Normal"
"RL",80,"AllPub","None",0,"Gd","Fa","No","LwQ",853,"Unf",0,535,1388,"SBrkr",1,0,"TA","Typ","Attchd",1968,"RFn",2,522,"TA","TA",20,12000,"Pave","Reg","Lvl","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,5,1968,1968,"Gable","CompShg","Plywood","Plywood","TA","Fa","CBlock","GasA","Gd","Y",1388,0,1388,2,0,3,1,6,1,"Y",0,58,0,7,2006,"COD","Abnorml"
"RL",65,"AllPub","BrkFace",258,"Gd","TA","No","GLQ",1138,"Unf",0,270,1408,"SBrkr",1,0,"Gd","Typ","Attchd",1994,"RFn",2,575,"TA","TA",20,8125,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","1Story",6,5,1994,1998,"Gable","CompShg","HdBoard","HdBoard","TA","TA","PConc","GasA","Ex","Y",1679,0,1679,2,0,3,1,7,1,"Y",224,42,0,10,2008,"WD","Normal"
"RL",98,"AllPub","None",0,"Gd","TA","Gd","BLQ",429,"ALQ",1080,93,1602,"SBrkr",1,0,"TA","Typ","Attchd",1960,"RFn",2,564,"TA","TA",20,13500,"Pave","Reg","Lvl","Inside","Gtl","ClearCr","Norm","Norm","1Fam","1Story",6,7,1960,1975,"Flat","CompShg","BrkFace","Plywood","TA","TA","CBlock","GasA","Gd","Y",1252,0,1252,1,0,1,1,4,1,"Y",409,0,0,3,2008,"WD","Normal"
"RM",21,"AllPub","BrkFace",604,"TA","TA","No","ALQ",358,"Unf",0,125,483,"SBrkr",0,0,"TA","Typ","Detchd",1971,"Unf",1,264,"TA","TA",160,1680,"Pave","Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","TwnhsE","2Story",6,3,1971,1971,"Gable","CompShg","HdBoard","HdBoard","TA","TA","CBlock","GasA","TA","Y",483,504,987,1,1,2,1,5,0,"Y",0,0,0,8,2008,"WD","Normal"
"RM",50,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,862,862,"SBrkr",0,0,"TA","Typ","BuiltIn",1929,"RFn",1,208,"TA","TA",50,6000,"Pave","Reg","Lvl","Corner","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,7,1929,1950,"Gable","CompShg","WdShing","Wd Shng","TA","TA","BrkTil","GasA","TA","Y",950,208,1158,1,0,3,1,5,1,"Y",0,0,112,7,2008,"WD","Normal"
"RL",36,"AllPub","None",0,"TA","TA","Av","BLQ",460,"Unf",0,404,864,"SBrkr",1,0,"TA","Typ","Attchd",1972,"Unf",1,338,"TA","TA",20,15523,"Pave","IR1","Lvl","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,6,1972,1972,"Gable","CompShg","HdBoard","Plywood","TA","TA","CBlock","GasA","Ex","Y",864,0,864,1,0,3,1,5,1,"Y",0,0,0,8,2009,"WD","Normal"
"RL",120,"AllPub","None",0,"TA","TA","Mn","Rec",360,"Unf",0,504,864,"SBrkr",0,0,"TA","Typ","Attchd",1972,"RFn",1,288,"TA","TA",20,9560,"Pave","IR1","Lvl","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Hip","CompShg","MetalSd","MetalSd","TA","Gd","CBlock","GasA","Ex","Y",864,0,864,1,0,3,1,5,0,"Y",0,0,0,6,2006,"WD","Normal"
"RL",65,"AllPub","None",0,"Gd","TA","No","Unf",0,"Unf",0,847,847,"SBrkr",0,0,"Gd","Typ","BuiltIn",2003,"Fin",2,434,"TA","TA",60,8200,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",847,1081,1928,2,1,4,1,8,1,"Y",100,48,0,7,2007,"WD","Normal"
"RL",141,"AllPub","Stone",112,"TA","Gd","Gd","BLQ",639,"Unf",0,441,1080,"SBrkr",1,0,"TA","Typ","Attchd",1960,"Fin",2,528,"TA","TA",20,31770,"Pave","IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","CompShg","BrkFace","Plywood","TA","TA","CBlock","GasA","Fa","Y",1656,0,1656,1,0,3,1,7,2,"P",210,62,0,5,2010,"WD","Normal"
"RL",101,"AllPub","BrkFace",380,"Ex","TA","Av","Unf",0,"Unf",0,1158,1158,"SBrkr",0,0,"Gd","Typ","BuiltIn",2005,"RFn",3,853,"TA","TA",60,14215,"Pave","IR1","Lvl","Corner","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1158,1218,2376,3,1,4,1,9,1,"Y",240,154,0,11,2006,"New","Partial"
"RM",51,"AllPub","None",0,"TA","TA","No","ALQ",351,"Unf",0,405,756,"FuseA",1,0,"Gd","Typ","Detchd",1926,"Unf",2,379,"TA","TA",50,6120,"Pave","Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,6,1926,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","TA","TA","BrkTil","GasA","Gd","Y",903,378,1281,1,0,2,1,6,0,"Y",25,0,0,8,2007,"WD","Normal"
"RL",85,"AllPub","None",0,"Gd","TA","No","ALQ",767,"Unf",0,441,1208,"SBrkr",1,0,"TA","Typ","Attchd",1977,"RFn",2,546,"TA","TA",20,11250,"Pave","IR1","Lvl","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Gable","CompShg","Plywood","Plywood","Gd","TA","CBlock","GasA","TA","Y",1208,0,1208,1,1,3,1,6,1,"Y",198,42,0,6,2006,"WD","Normal"
"RL",137,"AllPub","None",0,"TA","TA","No","ALQ",247,"Rec",713,557,1517,"SBrkr",0,0,"Gd","Mod","Attchd",1966,"Fin",2,578,"TA","TA",20,16492,"Pave","IR1","Lvl","Corner","Gtl","NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace","Plywood","Gd","TA","CBlock","GasA","Ex","Y",1888,0,1888,2,1,2,1,6,1,"Y",0,0,0,6,2010,"WD","Normal"
"RL",72,"AllPub","BrkFace",300,"TA","TA","No","ALQ",595,"Unf",0,317,912,"SBrkr",1,0,"Gd","Typ","Detchd",1992,"Unf",2,576,"TA","TA",20,8872,"Pave","Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,8,1965,2008,"Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","GasA","Ex","Y",912,0,912,1,0,2,1,5,0,"Y",0,240,0,12,2008,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","ALQ",240,"Unf",0,624,864,"SBrkr",0,0,"TA","Typ","Detchd",1986,"Unf",2,576,"TA","TA",20,9000,"Pave","Reg","Lvl","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1971,2006,"Gable","CompShg","VinylSd","VinylSd","TA","Gd","CBlock","GasA","Gd","Y",864,0,864,1,0,3,1,5,0,"Y",200,0,0,7,2009,"WD","Normal"
"RM",50,"AllPub","None",0,"TA","TA","No","Unf",0,"Unf",0,992,992,"SBrkr",0,0,"TA","Typ","Detchd",1926,"Unf",1,160,"Fa","TA",45,5000,"Pave","Reg","Bnk","Inside","Mod","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,1950,"Gable","CompShg","MetalSd","MetalSd","TA","TA","BrkTil","GasA","Ex","Y",1013,0,1013,1,0,3,1,6,0,"Y",0,0,101,4,2008,"WD","Normal"
"RL",36,"AllPub","Stone",106,"Gd","TA","No","Unf",0,"Unf",0,764,764,"SBrkr",0,0,"Gd","Typ","BuiltIn",2003,"RFn",2,474,"TA","TA",160,2448,"Pave","Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","2Story",7,5,2003,2004,"Gable","CompShg","VinylSd","Wd Shng","Gd","TA","PConc","GasA","Ex","Y",764,862,1626,2,1,2,1,6,0,"Y",0,27,0,10,2008,"WD","Normal"
"RL",64,"AllPub","Stone",80,"Gd","TA","No","GLQ",24,"Unf",0,1198,1222,"SBrkr",0,0,"Gd","Typ","Attchd",2009,"RFn",2,615,"TA","TA",20,7360,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2010,2010,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1222,0,1222,2,0,2,1,6,0,"Y",0,54,0,3,2010,"WD","Normal"
"RL",66,"AllPub","None",0,"TA","TA","No","GLQ",658,"Unf",0,350,1008,"FuseA",1,0,"TA","Typ","Attchd",1952,"RFn",1,280,"TA","TA",20,12778,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,6,1952,2003,"Gable","CompShg","MetalSd","MetalSd","TA","TA","CBlock","GasA","Ex","Y",1008,0,1008,1,0,2,1,4,0,"Y",0,154,0,1,2006,"WD","Normal"
"RL",102,"AllPub","None",0,"TA","TA","No","GLQ",523,"Unf",0,301,824,"SBrkr",1,0,"TA","Typ","Basment",1970,"Fin",2,672,"TA","TA",75,15863,"Pave","Reg","Lvl","Corner","Gtl","SWISU","Norm","Norm","1Fam","2.5Fin",7,3,1920,1970,"Gable","CompShg","Wd Sdng","Plywood","TA","TA","BrkTil","GasA","Ex","Y",1687,998,3082,2,1,5,1,12,2,"Y",136,63,0,8,2009,"WD","Normal"
"RL",89,"AllPub","BrkFace",44,"TA","Fa","No","LwQ",756,"Unf",0,1380,2136,"FuseA",0,0,"TA","Mod","Detchd",1951,"Unf",2,528,"TA","TA",20,10680,"Pave","Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,1951,1951,"Hip","CompShg","Wd Sdng","Wd Sdng","TA","TA","CBlock","GasA","TA","N",2136,0,2136,2,0,4,1,7,0,"Y",0,30,0,10,2006,"WD","Normal"
"RL",43,"AllPub","BrkFace",40,"Gd","TA","Av","GLQ",1038,"Unf",0,330,1368,"SBrkr",1,0,"Gd","Typ","Attchd",2002,"Fin",2,398,"TA","TA",120,2938,"Pave","Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1511,0,1511,2,0,2,1,5,1,"Y",130,30,0,5,2006,"WD","Normal"
"RL",70,"AllPub","BrkFace",122,"Gd","TA","Av","Unf",0,"Unf",0,831,831,"SBrkr",0,0,"Gd","Typ","Attchd",2004,"RFn",2,484,"TA","TA",60,11920,"Pave","Reg","Lvl","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",831,828,1659,2,1,3,1,8,0,"Y",144,68,0,4,2010,"WD","Normal"
"RL",30,"AllPub","None",0,"Gd","Gd","Av","LwQ",437,"GLQ",1057,0,1494,"SBrkr",1,0,"Ex","Typ","Attchd",1995,"Fin",2,481,"TA","TA",120,9549,"Pave","IR1","Lvl","CulDSac","Gtl","Veenker","Norm","Norm","TwnhsE","1Story",8,5,1995,1996,"Hip","CompShg","BrkFace","BrkFace","Gd","Gd","PConc","GasA","Ex","Y",1494,0,1494,1,1,2,1,6,1,"Y",0,30,0,4,2006,"WD","Normal"
"RL",70,"AllPub","None",0,"TA","TA","Gd","GLQ",1412,"Unf",0,261,1673,"SBrkr",1,0,"Gd","Typ","Attchd",2000,"RFn",2,583,"TA","TA",20,11354,"Pave","Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd","Gd","TA","PConc","GasA","Ex","Y",1673,0,1673,2,0,3,1,7,1,"Y",306,113,0,1,2007,"WD","Normal"
"RL",69,"AllPub","BrkFace",266,"TA","TA","No","BLQ",512,"Unf",0,148,660,"SBrkr",0,0,"TA","Typ","Attchd",1966,"RFn",2,453,"TA","TA",60,7590,"Pave","Reg","Lvl","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","TA","TA","CBlock","GasA","TA","Y",660,688,1348,1,1,3,1,6,1,"Y",188,108,0,7,2006,"WD","Normal"
"RL",60,"AllPub","None",0,"TA","TA","No","ALQ",624,"Unf",0,288,912,"SBrkr",1,0,"Gd","Typ","Attchd",1963,"RFn",1,300,"TA","TA",20,7791,"Pave","IR1","Lvl","Inside","Gtl","Sawyer","RRAe","Norm","1Fam","1Story",5,8,1963,1995,"Gable","CompShg","Plywood","Plywood","Gd","Gd","CBlock","GasA","Ex","Y",912,0,912,1,0,3,1,6,0,"Y",0,0,0,10,2009,"WD","Normal"
